node_i,pos (x),pos (y),commodity (k),index,supply (s),demand (d),importance (w)
4,754197,7517145,"Coal, crude oil, natural gas",2,0,4791103,5
14,712244,7543901,"Food, beverage, tobacco",4,0,250716,5
14,712244,7543901,"Furniture, other manufacture",13,-65819,0,5
14,712244,7543901,Return materials and recycling,14,-390413,0,5
14,712244,7543901,Transport equipment,12,-180947,0,5
15,704657,7550344,"Agriculture, forest, fishing",1,0,343029,5
15,704657,7550344,"Chemicals, rubber, plastics",8,0,58539,5
15,704657,7550344,"Food, beverage, tobacco",4,-129,0,5
15,704657,7550344,Return materials and recycling,14,-1124,0,5
15,704657,7550344,Transport equipment,12,-1249983,0,5
16,701000,7558605,"Chemicals, rubber, plastics",8,-114863,0,5
16,701000,7558605,"Food, beverage, tobacco",4,-192193,0,5
16,701000,7558605,"Furniture, other manufacture",13,-40148,0,5
16,701000,7558605,Machinery and equipment,11,-48772,0,5
16,701000,7558605,Other non-metallic mineral,9,0,128822,5
16,701000,7558605,Petroleum Products,7,-3876221,0,5
16,701000,7558605,Return materials and recycling,14,-1546263,0,5
16,701000,7558605,Transport equipment,12,-1388957,0,5
16,701000,7558605,"Wood, cork, pulp, paper",6,-2206805,0,5
17,698501,7566979,"Agriculture, forest, fishing",1,-396789,0,5
17,698501,7566979,"Chemicals, rubber, plastics",8,-37369,0,5
17,698501,7566979,"Food, beverage, tobacco",4,0,213110,5
17,698501,7566979,"Furniture, other manufacture",13,0,40691,5
17,698501,7566979,Ore,3,0,1713624841,5
17,698501,7566979,Other non-metallic mineral,9,0,110169,5
17,698501,7566979,Petroleum Products,7,-783850,0,5
17,698501,7566979,Return materials and recycling,14,0,618658,5
17,698501,7566979,"Textile, leather",5,-4,0,5
18,694806,7574553,"Agriculture, forest, fishing",1,0,6425825,5
18,694806,7574553,"Chemicals, rubber, plastics",8,-21693,0,5
18,694806,7574553,"Furniture, other manufacture",13,0,61511,5
18,694806,7574553,Machinery and equipment,11,-49169,0,5
18,694806,7574553,Ore,3,-1713624841,0,5
18,694806,7574553,Other non-metallic mineral,9,0,131480,5
18,694806,7574553,Petroleum Products,7,-819922,0,5
18,694806,7574553,Return materials and recycling,14,0,486341,5
19,686052,7577504,"Food, beverage, tobacco",4,0,296,5
19,686052,7577504,"Furniture, other manufacture",13,-16511,0,5
19,686052,7577504,Return materials and recycling,14,0,1043875,5
19,686052,7577504,"Textile, leather",5,-21,0,5
19,686052,7577504,Transport equipment,12,-380053,0,5
20,677558,7580915,"Coal, crude oil, natural gas",2,-113957948,0,5
20,677558,7580915,Return materials and recycling,14,-648591,0,5
20,677558,7580915,Transport equipment,12,-422359,0,5
21,667539,7586705,"Chemicals, rubber, plastics",8,-16708,0,5
21,667539,7586705,"Coal, crude oil, natural gas",2,0,17242155,5
21,667539,7586705,"Furniture, other manufacture",13,0,12854,5
21,667539,7586705,Machinery and equipment,11,0,109546,5
21,667539,7586705,Petroleum Products,7,0,3455006,5
21,667539,7586705,Return materials and recycling,14,-520877,0,5
21,667539,7586705,"Textile, leather",5,-11,0,5
21,667539,7586705,Transport equipment,12,-373660,0,5
22,657629,7586635,"Coal, crude oil, natural gas",2,0,20031337,5
22,657629,7586635,"Food, beverage, tobacco",4,-203281,0,5
22,657629,7586635,Petroleum Products,7,0,794725,5
22,657629,7586635,Return materials and recycling,14,0,607167,5
22,657629,7586635,"Textile, leather",5,-1,0,5
22,657629,7586635,Transport equipment,12,-857536,0,5
23,655634,7587481,"Chemicals, rubber, plastics",8,-50664,0,5
23,655634,7587481,"Coal, crude oil, natural gas",2,0,12682923,5
23,655634,7587481,"Furniture, other manufacture",13,-18714,0,5
23,655634,7587481,Machinery and equipment,11,-27208,0,5
23,655634,7587481,Other non-metallic mineral,9,-310924,0,5
23,655634,7587481,Petroleum Products,7,-779008,0,5
23,655634,7587481,"Textile, leather",5,-2,0,5
23,655634,7587481,Transport equipment,12,0,858506,5
24,651311,7592925,"Chemicals, rubber, plastics",8,-24282,0,5
24,651311,7592925,Fabricated metal products,10,-18868133,0,5
24,651311,7592925,Machinery and equipment,11,-25083,0,5
24,651311,7592925,Other non-metallic mineral,9,0,146474,5
24,651311,7592925,Return materials and recycling,14,0,402543,5
24,651311,7592925,"Textile, leather",5,0,4,5
24,651311,7592925,Transport equipment,12,-8984,0,5
24,651311,7592925,"Wood, cork, pulp, paper",6,-4687403,0,5
25,643704,7594479,"Furniture, other manufacture",13,0,104336,5
25,643704,7594479,Machinery and equipment,11,0,279756,5
25,643704,7594479,Petroleum Products,7,0,221293,5
25,643704,7594479,Return materials and recycling,14,0,327717,5
26,636389,7593784,"Agriculture, forest, fishing",1,0,56546,5
26,636389,7593784,"Coal, crude oil, natural gas",2,0,19009112,5
26,636389,7593784,Other non-metallic mineral,9,0,250627,5
26,636389,7593784,Transport equipment,12,-1637855,0,5
27,633605,7594293,"Agriculture, forest, fishing",1,-10369,0,5
27,633605,7594293,"Chemicals, rubber, plastics",8,-95302,0,5
27,633605,7594293,"Coal, crude oil, natural gas",2,0,19999464,5
27,633605,7594293,"Food, beverage, tobacco",4,0,254419,5
27,633605,7594293,Other non-metallic mineral,9,-192020,0,5
27,633605,7594293,"Wood, cork, pulp, paper",6,-1387028,0,5
30,716576,7537734,"Agriculture, forest, fishing",1,0,2282646,5
30,716576,7537734,"Coal, crude oil, natural gas",2,0,15664941,5
30,716576,7537734,Fabricated metal products,10,0,8636870,5
30,716576,7537734,"Food, beverage, tobacco",4,0,744727,5
30,716576,7537734,Machinery and equipment,11,-25181,0,5
30,716576,7537734,Petroleum Products,7,0,3862139,5
30,716576,7537734,Return materials and recycling,14,0,546195,5
30,716576,7537734,Transport equipment,12,-528230,0,5
31,719175,7535887,"Agriculture, forest, fishing",1,-4980915,0,5
31,719175,7535887,"Chemicals, rubber, plastics",8,-53095,0,5
31,719175,7535887,"Coal, crude oil, natural gas",2,-434583,0,5
31,719175,7535887,"Food, beverage, tobacco",4,-654625,0,5
31,719175,7535887,"Furniture, other manufacture",13,0,77130,5
31,719175,7535887,Machinery and equipment,11,-39522,0,5
31,719175,7535887,Other non-metallic mineral,9,-259988,0,5
31,719175,7535887,Petroleum Products,7,-1471994,0,5
31,719175,7535887,Return materials and recycling,14,0,409081,5
31,719175,7535887,"Wood, cork, pulp, paper",6,0,12225391,5
32,718373,7537363,"Agriculture, forest, fishing",1,0,3268256,5
32,718373,7537363,"Coal, crude oil, natural gas",2,0,9966428,5
32,718373,7537363,Fabricated metal products,10,0,1012082,5
32,718373,7537363,"Furniture, other manufacture",13,0,100884,5
32,718373,7537363,Machinery and equipment,11,-51890,0,5
32,718373,7537363,Other non-metallic mineral,9,-776536,0,5
32,718373,7537363,Petroleum Products,7,0,362530,5
32,718373,7537363,Return materials and recycling,14,0,626974,5
32,718373,7537363,Transport equipment,12,0,12292,5
32,718373,7537363,"Wood, cork, pulp, paper",6,-1805564,0,5
33,720832,7528917,"Chemicals, rubber, plastics",8,-38766,0,5
33,720832,7528917,"Coal, crude oil, natural gas",2,-31370845,0,5
33,720832,7528917,Fabricated metal products,10,0,5961576,5
33,720832,7528917,"Food, beverage, tobacco",4,0,206952,5
33,720832,7528917,"Furniture, other manufacture",13,-67935,0,5
33,720832,7528917,Machinery and equipment,11,-36695,0,5
33,720832,7528917,Return materials and recycling,14,0,278325,5
33,720832,7528917,"Textile, leather",5,0,12,5
33,720832,7528917,"Wood, cork, pulp, paper",6,-4877415,0,5
34,735348,7461139,"Agriculture, forest, fishing",1,-15778825,0,5
34,735348,7461139,"Chemicals, rubber, plastics",8,0,1175515,5
34,735348,7461139,"Coal, crude oil, natural gas",2,0,741116,5
34,735348,7461139,Fabricated metal products,10,0,2596640,5
34,735348,7461139,"Food, beverage, tobacco",4,0,155703,5
34,735348,7461139,Return materials and recycling,14,0,475730,5
34,735348,7461139,Transport equipment,12,-1612998,0,5
34,735348,7461139,"Wood, cork, pulp, paper",6,-11492140,0,5
35,725813,7469537,"Chemicals, rubber, plastics",8,0,1166035,5
35,725813,7469537,"Coal, crude oil, natural gas",2,-470401,0,5
35,725813,7469537,Fabricated metal products,10,0,669106,5
35,725813,7469537,Machinery and equipment,11,-31982,0,5
35,725813,7469537,Other non-metallic mineral,9,0,132536,5
35,725813,7469537,Petroleum Products,7,0,4605056,5
35,725813,7469537,Return materials and recycling,14,-387467,0,5
35,725813,7469537,"Textile, leather",5,0,30,5
35,725813,7469537,Transport equipment,12,0,464537,5
36,722119,7476760,"Agriculture, forest, fishing",1,0,12424578,5
36,722119,7476760,"Coal, crude oil, natural gas",2,-3153206,0,5
36,722119,7476760,"Furniture, other manufacture",13,-141150,0,5
36,722119,7476760,Other non-metallic mineral,9,0,378021,5
36,722119,7476760,Petroleum Products,7,0,1034145,5
36,722119,7476760,Return materials and recycling,14,0,1236861,5
36,722119,7476760,"Textile, leather",5,-18,0,5
36,722119,7476760,Transport equipment,12,0,1317410,5
36,722119,7476760,"Wood, cork, pulp, paper",6,-2954,0,5
37,718567,7485657,"Agriculture, forest, fishing",1,-8976313,0,5
37,718567,7485657,"Chemicals, rubber, plastics",8,-105918,0,5
37,718567,7485657,"Coal, crude oil, natural gas",2,0,1099390,5
37,718567,7485657,"Food, beverage, tobacco",4,0,442733,5
37,718567,7485657,"Furniture, other manufacture",13,0,101936,5
37,718567,7485657,Machinery and equipment,11,0,95608,5
37,718567,7485657,Petroleum Products,7,0,1465969,5
37,718567,7485657,Transport equipment,12,-1620828,0,5
37,718567,7485657,"Wood, cork, pulp, paper",6,-6016953,0,5
38,717148,7498205,"Agriculture, forest, fishing",1,0,19915795,5
38,717148,7498205,"Chemicals, rubber, plastics",8,-1380368,0,5
38,717148,7498205,"Food, beverage, tobacco",4,-99,0,5
38,717148,7498205,Machinery and equipment,11,-54950,0,5
38,717148,7498205,Ore,3,0,134814777,5
38,717148,7498205,Other non-metallic mineral,9,0,63130,5
38,717148,7498205,"Textile, leather",5,-28,0,5
38,717148,7498205,Transport equipment,12,0,838463,5
38,717148,7498205,"Wood, cork, pulp, paper",6,-5643363,0,5
39,717342,7500820,"Agriculture, forest, fishing",1,0,9999316,5
39,717342,7500820,"Chemicals, rubber, plastics",8,-2963092,0,5
39,717342,7500820,"Coal, crude oil, natural gas",2,-599677,0,5
39,717342,7500820,Other non-metallic mineral,9,0,115995,5
39,717342,7500820,Petroleum Products,7,0,6095725,5
39,717342,7500820,Return materials and recycling,14,0,1380906,5
39,717342,7500820,Transport equipment,12,0,446714,5
39,717342,7500820,"Wood, cork, pulp, paper",6,0,11445846,5
40,720817,7506749,"Furniture, other manufacture",13,0,105013,5
40,720817,7506749,Machinery and equipment,11,-35607,0,5
40,720817,7506749,Other non-metallic mineral,9,0,440036,5
40,720817,7506749,Petroleum Products,7,0,3126540,5
40,720817,7506749,Return materials and recycling,14,0,447218,5
40,720817,7506749,"Textile, leather",5,0,16,5
40,720817,7506749,Transport equipment,12,-3163924,0,5
41,722137,7510547,"Coal, crude oil, natural gas",2,-2963290,0,5
41,722137,7510547,Fabricated metal products,10,0,2527596,5
41,722137,7510547,"Food, beverage, tobacco",4,-757143,0,5
41,722137,7510547,"Furniture, other manufacture",13,0,103076,5
41,722137,7510547,Ore,3,0,50722705,5
41,722137,7510547,Other non-metallic mineral,9,-211376,0,5
41,722137,7510547,Petroleum Products,7,0,2409748,5
41,722137,7510547,Return materials and recycling,14,-194543,0,5
41,722137,7510547,"Textile, leather",5,-15,0,5
41,722137,7510547,"Wood, cork, pulp, paper",6,-5189468,0,5
42,719877,7516356,"Agriculture, forest, fishing",1,-32737566,0,5
42,719877,7516356,"Coal, crude oil, natural gas",2,-611220,0,5
42,719877,7516356,"Food, beverage, tobacco",4,-31900,0,5
42,719877,7516356,"Furniture, other manufacture",13,-180702,0,5
42,719877,7516356,Machinery and equipment,11,-29328,0,5
42,719877,7516356,Ore,3,-125096763,0,5
42,719877,7516356,Other non-metallic mineral,9,0,200432,5
42,719877,7516356,Return materials and recycling,14,-1173000,0,5
42,719877,7516356,"Wood, cork, pulp, paper",6,-1442379,0,5
43,719953,7523307,"Chemicals, rubber, plastics",8,-22014,0,5
43,719953,7523307,"Coal, crude oil, natural gas",2,0,566330,5
43,719953,7523307,"Food, beverage, tobacco",4,-396714,0,5
43,719953,7523307,"Furniture, other manufacture",13,0,106559,5
43,719953,7523307,Machinery and equipment,11,-109236,0,5
43,719953,7523307,Other non-metallic mineral,9,0,302734,5
43,719953,7523307,Petroleum Products,7,0,1807842,5
43,719953,7523307,Return materials and recycling,14,0,1251418,5
43,719953,7523307,"Textile, leather",5,0,22,5
43,719953,7523307,Transport equipment,12,-1733166,0,5
43,719953,7523307,"Wood, cork, pulp, paper",6,-3178494,0,5
44,718979,7530000,"Coal, crude oil, natural gas",2,-17778801,0,5
44,718979,7530000,Fabricated metal products,10,-3108814,0,5
44,718979,7530000,"Food, beverage, tobacco",4,0,86736,5
44,718979,7530000,"Furniture, other manufacture",13,-115201,0,5
44,718979,7530000,Ore,3,-20973745,0,5
44,718979,7530000,Petroleum Products,7,-3166768,0,5
44,718979,7530000,Return materials and recycling,14,0,1083102,5
44,718979,7530000,Transport equipment,12,0,629461,5
45,744773,7457377,"Chemicals, rubber, plastics",8,0,3085409,5
45,744773,7457377,"Coal, crude oil, natural gas",2,0,15854413,5
45,744773,7457377,Fabricated metal products,10,0,915854,5
45,744773,7457377,"Food, beverage, tobacco",4,0,361055,5
45,744773,7457377,"Furniture, other manufacture",13,0,80438,5
45,744773,7457377,Ore,3,-13115929,0,5
45,744773,7457377,Return materials and recycling,14,-609728,0,5
45,744773,7457377,"Textile, leather",5,0,6,5
45,744773,7457377,Transport equipment,12,0,3146976,5
45,744773,7457377,"Wood, cork, pulp, paper",6,-8725078,0,5
46,747747,7463661,"Coal, crude oil, natural gas",2,-23882589,0,5
47,729627,7526670,"Coal, crude oil, natural gas",2,0,5586018,5
48,751589,7517503,"Coal, crude oil, natural gas",2,0,36197257,5
49,750449,7451255,Fabricated metal products,10,0,6861259,5
49,750449,7451255,Return materials and recycling,14,0,1085369,5
49,750449,7451255,"Wood, cork, pulp, paper",6,-7079107,0,5
50,804218,7325347,"Coal, crude oil, natural gas",2,-5768437,0,5
50,804218,7325347,Fabricated metal products,10,0,18168448,5
50,804218,7325347,"Food, beverage, tobacco",4,-1527452,0,5
50,804218,7325347,"Furniture, other manufacture",13,-130252,0,5
50,804218,7325347,Other non-metallic mineral,9,0,189050,5
50,804218,7325347,Petroleum Products,7,-4545022,0,5
50,804218,7325347,Return materials and recycling,14,-455338,0,5
50,804218,7325347,Transport equipment,12,-539213,0,5
50,804218,7325347,"Wood, cork, pulp, paper",6,0,6545967,5
51,799382,7333226,"Coal, crude oil, natural gas",2,0,6281586,5
51,799382,7333226,Fabricated metal products,10,0,11927024,5
51,799382,7333226,"Food, beverage, tobacco",4,0,1882313,5
51,799382,7333226,"Furniture, other manufacture",13,0,96617,5
51,799382,7333226,Machinery and equipment,11,-126133,0,5
51,799382,7333226,Other non-metallic mineral,9,-628776,0,5
52,789703,7341863,"Agriculture, forest, fishing",1,0,3681923,5
52,789703,7341863,"Coal, crude oil, natural gas",2,-6720800,0,5
52,789703,7341863,"Food, beverage, tobacco",4,0,490870,5
52,789703,7341863,"Furniture, other manufacture",13,0,132241,5
52,789703,7341863,Machinery and equipment,11,-39337,0,5
52,789703,7341863,Other non-metallic mineral,9,0,99666,5
52,789703,7341863,Petroleum Products,7,-2632228,0,5
52,789703,7341863,"Textile, leather",5,-37,0,5
52,789703,7341863,Transport equipment,12,0,422368,5
53,784942,7348411,"Agriculture, forest, fishing",1,0,9192874,5
53,784942,7348411,"Coal, crude oil, natural gas",2,-6357582,0,5
53,784942,7348411,Fabricated metal products,10,0,8840365,5
53,784942,7348411,"Food, beverage, tobacco",4,-483392,0,5
53,784942,7348411,"Furniture, other manufacture",13,-225628,0,5
53,784942,7348411,Ore,3,-163001016,0,5
54,778469,7355495,"Chemicals, rubber, plastics",8,0,6245420,5
54,778469,7355495,"Coal, crude oil, natural gas",2,0,3699892,5
54,778469,7355495,"Furniture, other manufacture",13,-215587,0,5
54,778469,7355495,Other non-metallic mineral,9,0,94766,5
54,778469,7355495,Return materials and recycling,14,-1075911,0,5
54,778469,7355495,"Textile, leather",5,0,11,5
54,778469,7355495,Transport equipment,12,-716240,0,5
54,778469,7355495,"Wood, cork, pulp, paper",6,-16507993,0,5
55,774653,7364056,"Chemicals, rubber, plastics",8,-4793110,0,5
55,774653,7364056,"Coal, crude oil, natural gas",2,-14487761,0,5
55,774653,7364056,Fabricated metal products,10,0,23888554,5
55,774653,7364056,"Food, beverage, tobacco",4,0,88814,5
55,774653,7364056,"Furniture, other manufacture",13,-170014,0,5
55,774653,7364056,Ore,3,-186286157,0,5
55,774653,7364056,Other non-metallic mineral,9,-429558,0,5
55,774653,7364056,Petroleum Products,7,-6349641,0,5
55,774653,7364056,"Textile, leather",5,-18,0,5
55,774653,7364056,Transport equipment,12,-269152,0,5
55,774653,7364056,"Wood, cork, pulp, paper",6,-7838282,0,5
56,768511,7373483,Fabricated metal products,10,-7217585,0,5
56,768511,7373483,"Food, beverage, tobacco",4,-61688,0,5
56,768511,7373483,"Furniture, other manufacture",13,0,36986,5
56,768511,7373483,Ore,3,-183834795,0,5
56,768511,7373483,Return materials and recycling,14,-1766481,0,5
57,763446,7378435,"Chemicals, rubber, plastics",8,-3726854,0,5
57,763446,7378435,"Coal, crude oil, natural gas",2,0,3624602,5
57,763446,7378435,Fabricated metal products,10,-23282712,0,5
57,763446,7378435,"Food, beverage, tobacco",4,-419453,0,5
57,763446,7378435,Ore,3,0,351574769,5
57,763446,7378435,Other non-metallic mineral,9,0,89707,5
57,763446,7378435,"Textile, leather",5,0,5,5
57,763446,7378435,Transport equipment,12,0,556234,5
57,763446,7378435,"Wood, cork, pulp, paper",6,0,9169166,5
58,761524,7386195,"Agriculture, forest, fishing",1,0,5453770,5
58,761524,7386195,"Furniture, other manufacture",13,0,304146,5
58,761524,7386195,Machinery and equipment,11,-49441,0,5
58,761524,7386195,Ore,3,0,549057090,5
58,761524,7386195,Petroleum Products,7,-1600458,0,5
58,761524,7386195,Return materials and recycling,14,-965180,0,5
58,761524,7386195,"Textile, leather",5,0,14,5
59,766860,7396027,"Agriculture, forest, fishing",1,-20965273,0,5
59,766860,7396027,"Coal, crude oil, natural gas",2,0,3778062,5
59,766860,7396027,"Food, beverage, tobacco",4,-54216,0,5
59,766860,7396027,"Furniture, other manufacture",13,0,142929,5
59,766860,7396027,Machinery and equipment,11,0,55351,5
59,766860,7396027,Return materials and recycling,14,0,1284564,5
59,766860,7396027,"Textile, leather",5,0,5,5
60,764359,7404992,"Agriculture, forest, fishing",1,-12967520,0,5
60,764359,7404992,"Coal, crude oil, natural gas",2,-5986472,0,5
60,764359,7404992,"Food, beverage, tobacco",4,-289076,0,5
60,764359,7404992,Ore,3,0,589059645,5
60,764359,7404992,Other non-metallic mineral,9,0,133602,5
60,764359,7404992,Petroleum Products,7,-1202904,0,5
60,764359,7404992,Transport equipment,12,0,2400063,5
60,764359,7404992,"Wood, cork, pulp, paper",6,0,13761095,5
61,761730,7416490,"Chemicals, rubber, plastics",8,-2275588,0,5
61,761730,7416490,"Coal, crude oil, natural gas",2,0,4685798,5
61,761730,7416490,"Furniture, other manufacture",13,0,53606,5
61,761730,7416490,Ore,3,-152227295,0,5
61,761730,7416490,Other non-metallic mineral,9,0,260676,5
61,761730,7416490,Petroleum Products,7,0,7248791,5
61,761730,7416490,"Wood, cork, pulp, paper",6,0,8986880,5
62,758491,7424764,"Chemicals, rubber, plastics",8,-2861437,0,5
62,758491,7424764,"Coal, crude oil, natural gas",2,-7148289,0,5
62,758491,7424764,Fabricated metal products,10,-3081714,0,5
62,758491,7424764,"Food, beverage, tobacco",4,0,1286676,5
62,758491,7424764,"Furniture, other manufacture",13,-30718,0,5
62,758491,7424764,Machinery and equipment,11,0,108462,5
62,758491,7424764,Petroleum Products,7,0,3686080,5
62,758491,7424764,"Textile, leather",5,-17,0,5
62,758491,7424764,Transport equipment,12,0,1463889,5
63,754706,7430309,"Coal, crude oil, natural gas",2,-12900455,0,5
63,754706,7430309,Ore,3,-105384639,0,5
63,754706,7430309,Other non-metallic mineral,9,0,234214,5
63,754706,7430309,Return materials and recycling,14,-2874310,0,5
64,749909,7439768,"Chemicals, rubber, plastics",8,0,1959123,5
64,749909,7439768,"Coal, crude oil, natural gas",2,0,18195412,5
64,749909,7439768,Fabricated metal products,10,0,4854771,5
64,749909,7439768,"Furniture, other manufacture",13,-83222,0,5
64,749909,7439768,Machinery and equipment,11,-35838,0,5
64,749909,7439768,Transport equipment,12,0,2586629,5
65,748528,7446533,"Coal, crude oil, natural gas",2,0,6197458,5
65,748528,7446533,"Food, beverage, tobacco",4,-216933,0,5
65,748528,7446533,"Furniture, other manufacture",13,0,98461,5
65,748528,7446533,Ore,3,-152091374,0,5
65,748528,7446533,Other non-metallic mineral,9,-195734,0,5
65,748528,7446533,Petroleum Products,7,-2971650,0,5
65,748528,7446533,Return materials and recycling,14,0,3807668,5
66,749007,7449300,"Coal, crude oil, natural gas",2,0,5779986,5
66,749007,7449300,"Food, beverage, tobacco",4,0,207358,5
66,749007,7449300,"Furniture, other manufacture",13,-46666,0,5
66,749007,7449300,Other non-metallic mineral,9,0,249608,5
66,749007,7449300,Petroleum Products,7,0,1185072,5
66,749007,7449300,"Textile, leather",5,0,48,5
66,749007,7449300,Transport equipment,12,-907169,0,5
66,749007,7449300,"Wood, cork, pulp, paper",6,-8108398,0,5
67,808537,7311574,"Agriculture, forest, fishing",1,0,98744992,5
67,808537,7311574,"Coal, crude oil, natural gas",2,-13824850,0,5
67,808537,7311574,Fabricated metal products,10,0,134146848,5
67,808537,7311574,"Furniture, other manufacture",13,-43375,0,5
67,808537,7311574,Ore,3,0,127384649,5
67,808537,7311574,"Textile, leather",5,0,561,5
68,809485,7310118,"Agriculture, forest, fishing",1,-64607803,0,5
68,809485,7310118,"Coal, crude oil, natural gas",2,-10670797,0,5
68,809485,7310118,Fabricated metal products,10,-87807887,0,5
68,809485,7310118,"Furniture, other manufacture",13,0,35602,5
68,809485,7310118,Ore,3,0,158720144,5
68,809485,7310118,Other non-metallic mineral,9,-255505,0,5
68,809485,7310118,Petroleum Products,7,-1545742,0,5
68,809485,7310118,Return materials and recycling,14,0,350628,5
68,809485,7310118,"Textile, leather",5,-7,0,5
68,809485,7310118,"Wood, cork, pulp, paper",6,0,12600755,5
69,814762,7303444,"Agriculture, forest, fishing",1,-130673320,0,5
69,814762,7303444,"Chemicals, rubber, plastics",8,0,2972748,5
69,814762,7303444,Petroleum Products,7,-4424842,0,5
69,814762,7303444,"Textile, leather",5,0,11,5
69,814762,7303444,Transport equipment,12,0,8594268,5
70,818281,7301076,"Agriculture, forest, fishing",1,-91825545,0,5
70,818281,7301076,"Chemicals, rubber, plastics",8,0,574215,5
70,818281,7301076,"Coal, crude oil, natural gas",2,0,5324055,5
70,818281,7301076,Fabricated metal products,10,0,1458266,5
70,818281,7301076,Transport equipment,12,0,16512450,5
71,822832,7297961,"Agriculture, forest, fishing",1,0,188361676,5
71,822832,7297961,"Chemicals, rubber, plastics",8,-1690403,0,5
71,822832,7297961,"Coal, crude oil, natural gas",2,0,18253149,5
71,822832,7297961,"Furniture, other manufacture",13,-23409,0,5
71,822832,7297961,Ore,3,0,965104495,5
71,822832,7297961,Other non-metallic mineral,9,0,82412,5
71,822832,7297961,Return materials and recycling,14,0,19960670,5
72,827456,7295073,"Agriculture, forest, fishing",1,-34767885,0,5
72,827456,7295073,"Food, beverage, tobacco",4,-63864,0,5
72,827456,7295073,"Furniture, other manufacture",13,0,47241,5
72,827456,7295073,Machinery and equipment,11,0,398547,5
72,827456,7295073,Ore,3,-431809355,0,5
72,827456,7295073,Petroleum Products,7,0,8059869,5
72,827456,7295073,Return materials and recycling,14,0,8464224,5
72,827456,7295073,"Textile, leather",5,-11,0,5
73,803308,7316533,"Agriculture, forest, fishing",1,0,10237241,5
73,803308,7316533,"Chemicals, rubber, plastics",8,-3548765,0,5
73,803308,7316533,"Food, beverage, tobacco",4,-46908,0,5
73,803308,7316533,Machinery and equipment,11,0,257396,5
73,803308,7316533,Other non-metallic mineral,9,-2296927,0,5
73,803308,7316533,Transport equipment,12,0,2309918,5
74,806029,7317197,"Coal, crude oil, natural gas",2,0,11971973,5
74,806029,7317197,Fabricated metal products,10,-20149348,0,5
74,806029,7317197,"Food, beverage, tobacco",4,-1010722,0,5
74,806029,7317197,"Furniture, other manufacture",13,-380026,0,5
74,806029,7317197,Ore,3,-1259476493,0,5
74,806029,7317197,Other non-metallic mineral,9,0,200511,5
74,806029,7317197,Return materials and recycling,14,-30764233,0,5
74,806029,7317197,"Textile, leather",5,-358,0,5
74,806029,7317197,"Wood, cork, pulp, paper",6,-30982717,0,5
75,805636,7320994,"Agriculture, forest, fishing",1,0,35261214,5
75,805636,7320994,"Chemicals, rubber, plastics",8,0,7915526,5
75,805636,7320994,"Coal, crude oil, natural gas",2,0,5375436,5
75,805636,7320994,Fabricated metal products,10,-10410698,0,5
75,805636,7320994,"Food, beverage, tobacco",4,0,37141,5
75,805636,7320994,"Furniture, other manufacture",13,0,80252,5
75,805636,7320994,Machinery and equipment,11,0,20823,5
75,805636,7320994,Ore,3,-160643672,0,5
75,805636,7320994,Other non-metallic mineral,9,0,430636,5
75,805636,7320994,"Wood, cork, pulp, paper",6,0,5375169,5
76,830207,7292481,"Agriculture, forest, fishing",1,0,34767885,5
76,830207,7292481,"Chemicals, rubber, plastics",8,0,1267460,5
76,830207,7292481,"Coal, crude oil, natural gas",2,0,6488607,5
76,830207,7292481,Fabricated metal products,10,-58719333,0,5
76,830207,7292481,"Furniture, other manufacture",13,0,33941,5
76,830207,7292481,Machinery and equipment,11,-398547,0,5
76,830207,7292481,Petroleum Products,7,-10267632,0,5
76,830207,7292481,"Textile, leather",5,-249,0,5
76,830207,7292481,Transport equipment,12,-24061993,0,5
77,773852,7296330,"Agriculture, forest, fishing",1,-12528818,0,5
77,773852,7296330,"Chemicals, rubber, plastics",8,0,2485574,5
77,773852,7296330,"Food, beverage, tobacco",4,-228975,0,5
77,773852,7296330,"Furniture, other manufacture",13,0,578191,5
77,773852,7296330,Machinery and equipment,11,0,279734,5
77,773852,7296330,Ore,3,-24616098,0,5
77,773852,7296330,Return materials and recycling,14,-6223471,0,5
77,773852,7296330,Transport equipment,12,-1795616,0,5
77,773852,7296330,"Wood, cork, pulp, paper",6,-6645097,0,5
78,739417,7194482,"Agriculture, forest, fishing",1,-86779069,0,5
78,739417,7194482,"Furniture, other manufacture",13,0,247772,5
78,739417,7194482,Machinery and equipment,11,-337820,0,5
78,739417,7194482,Ore,3,-47564568,0,5
78,739417,7194482,Other non-metallic mineral,9,-327440,0,5
78,739417,7194482,Petroleum Products,7,-2927310,0,5
78,739417,7194482,Return materials and recycling,14,0,861096,5
78,739417,7194482,"Textile, leather",5,0,43,5
78,739417,7194482,"Wood, cork, pulp, paper",6,-17303685,0,5
79,736257,7206968,"Chemicals, rubber, plastics",8,0,891795,5
79,736257,7206968,"Food, beverage, tobacco",4,-252183,0,5
79,736257,7206968,Ore,3,-12827405,0,5
79,736257,7206968,Petroleum Products,7,0,3130449,5
79,736257,7206968,Return materials and recycling,14,-6728982,0,5
79,736257,7206968,"Textile, leather",5,0,51,5
80,736945,7215890,"Agriculture, forest, fishing",1,0,45627983,5
80,736945,7215890,"Food, beverage, tobacco",4,0,404656,5
80,736945,7215890,"Furniture, other manufacture",13,-255773,0,5
80,736945,7215890,Machinery and equipment,11,-90010,0,5
80,736945,7215890,Ore,3,-35189383,0,5
