node_i,pos (x),pos (y),commodity (k),index,supply (s),demand (d),importance (w)
550,585115,6607342,Other non-metallic mineral,9,-2418775,0,5
550,585115,6607342,Return materials and recycling,14,-11046346,0,5
550,585115,6607342,Transport equipment,12,-1285782,0,5
550,585115,6607342,"Wood, cork, pulp, paper",6,-70567720,0,5
551,591435,6617720,"Chemicals, rubber, plastics",8,-5380564,0,5
551,591435,6617720,"Food, beverage, tobacco",4,-2029678,0,5
551,591435,6617720,Machinery and equipment,11,0,403665,5
551,591435,6617720,"Textile, leather",5,0,220,5
552,589236,6613051,Fabricated metal products,10,0,20380768,5
552,589236,6613051,"Food, beverage, tobacco",4,-2600,0,5
552,589236,6613051,"Furniture, other manufacture",13,0,173817,5
552,589236,6613051,Petroleum Products,7,-10036812,0,5
552,589236,6613051,"Textile, leather",5,-101,0,5
552,589236,6613051,Transport equipment,12,-3290616,0,5
553,587636,6608747,"Agriculture, forest, fishing",1,0,30942901,5
553,587636,6608747,"Food, beverage, tobacco",4,-1998,0,5
553,587636,6608747,"Furniture, other manufacture",13,-481907,0,5
553,587636,6608747,Machinery and equipment,11,0,611126,5
553,587636,6608747,Ore,3,-115827930,0,5
553,587636,6608747,Other non-metallic mineral,9,-1306193,0,5
553,587636,6608747,"Wood, cork, pulp, paper",6,0,2097465,5
554,578515,6604520,"Agriculture, forest, fishing",1,-346185368,0,5
554,578515,6604520,"Chemicals, rubber, plastics",8,-6409729,0,5
554,578515,6604520,"Furniture, other manufacture",13,-401068,0,5
554,578515,6604520,Return materials and recycling,14,-21978243,0,5
554,578515,6604520,"Wood, cork, pulp, paper",6,-31957852,0,5
555,569699,6603534,"Agriculture, forest, fishing",1,0,157039620,5
555,569699,6603534,"Chemicals, rubber, plastics",8,-6767018,0,5
555,569699,6603534,"Food, beverage, tobacco",4,0,9246332,5
555,569699,6603534,Machinery and equipment,11,0,1515482,5
555,569699,6603534,Ore,3,-2364523,0,5
555,569699,6603534,Return materials and recycling,14,-17764586,0,5
555,569699,6603534,"Textile, leather",5,0,192,5
555,569699,6603534,Transport equipment,12,-5010741,0,5
555,569699,6603534,"Wood, cork, pulp, paper",6,-9003954,0,5
556,545326,6585670,"Agriculture, forest, fishing",1,-26778316,0,5
556,545326,6585670,"Chemicals, rubber, plastics",8,0,2524820,5
556,545326,6585670,"Food, beverage, tobacco",4,-2310688,0,5
556,545326,6585670,Machinery and equipment,11,-4314678,0,5
556,545326,6585670,Other non-metallic mineral,9,0,1880007,5
556,545326,6585670,Return materials and recycling,14,0,149880,5
556,545326,6585670,"Textile, leather",5,-252,0,5
556,545326,6585670,Transport equipment,12,0,9356280,5
557,564142,6599977,"Agriculture, forest, fishing",1,0,227077743,5
557,564142,6599977,"Furniture, other manufacture",13,-427441,0,5
557,564142,6599977,Ore,3,0,761860455,5
557,564142,6599977,Other non-metallic mineral,9,0,1083262,5
557,564142,6599977,Return materials and recycling,14,0,4411744,5
557,564142,6599977,"Wood, cork, pulp, paper",6,-65275308,0,5
558,556979,6596853,"Agriculture, forest, fishing",1,-4342927,0,5
558,556979,6596853,Fabricated metal products,10,0,9795178,5
558,556979,6596853,Machinery and equipment,11,0,1499603,5
558,556979,6596853,Other non-metallic mineral,9,0,1885280,5
558,556979,6596853,Petroleum Products,7,0,1301797,5
558,556979,6596853,Return materials and recycling,14,-6667493,0,5
558,556979,6596853,"Textile, leather",5,0,220,5
559,547732,6584582,"Agriculture, forest, fishing",1,-6339077,0,5
559,547732,6584582,Fabricated metal products,10,0,82968416,5
559,547732,6584582,"Food, beverage, tobacco",4,0,190814,5
559,547732,6584582,Ore,3,-656680,0,5
559,547732,6584582,Petroleum Products,7,0,1455158,5
559,547732,6584582,Return materials and recycling,14,0,16780446,5
559,547732,6584582,"Wood, cork, pulp, paper",6,0,153916223,5
560,553946,6589829,Fabricated metal products,10,-74908723,0,5
560,553946,6589829,"Food, beverage, tobacco",4,-2552139,0,5
560,553946,6589829,"Furniture, other manufacture",13,-63039,0,5
560,553946,6589829,Machinery and equipment,11,-1918841,0,5
560,553946,6589829,Ore,3,-476964390,0,5
560,553946,6589829,Other non-metallic mineral,9,-3657371,0,5
560,553946,6589829,Return materials and recycling,14,-13061974,0,5
560,553946,6589829,"Wood, cork, pulp, paper",6,-84918028,0,5
561,533756,6588400,"Agriculture, forest, fishing",1,-59136,0,5
561,533756,6588400,Fabricated metal products,10,-53260678,0,5
561,533756,6588400,"Furniture, other manufacture",13,0,607305,5
561,533756,6588400,Return materials and recycling,14,0,15795515,5
561,533756,6588400,"Wood, cork, pulp, paper",6,-24427247,0,5
562,540311,6586561,"Chemicals, rubber, plastics",8,0,49614,5
562,540311,6586561,Fabricated metal products,10,0,43335883,5
562,540311,6586561,"Furniture, other manufacture",13,0,449677,5
562,540311,6586561,Return materials and recycling,14,-5922043,0,5
562,540311,6586561,"Textile, leather",5,-49,0,5
562,540311,6586561,Transport equipment,12,-10312720,0,5
562,540311,6586561,"Wood, cork, pulp, paper",6,0,54953516,5
563,541174,6584955,"Agriculture, forest, fishing",1,0,9699419,5
563,541174,6584955,Ore,3,0,73135338,5
563,541174,6584955,Return materials and recycling,14,-1241897,0,5
563,541174,6584955,"Wood, cork, pulp, paper",6,0,999611,5
564,532160,6582393,"Furniture, other manufacture",13,0,22118,5
564,532160,6582393,Ore,3,-114230,0,5
564,532160,6582393,Other non-metallic mineral,9,0,47362,5
564,532160,6582393,Return materials and recycling,14,-510121,0,5
564,532160,6582393,"Textile, leather",5,0,33,5
569,450996,6576967,"Agriculture, forest, fishing",1,-5486022,0,5
569,450996,6576967,"Food, beverage, tobacco",4,0,1014839,5
570,456587,6589131,"Agriculture, forest, fishing",1,-9384041,0,5
570,456587,6589131,"Food, beverage, tobacco",4,-54703,0,5
570,456587,6589131,Other non-metallic mineral,9,0,2140057,5
571,458808,6599633,Ore,3,-10090865,0,5
571,458808,6599633,Other non-metallic mineral,9,-918276,0,5
572,459941,6601231,"Agriculture, forest, fishing",1,0,6558356,5
572,459941,6601231,"Food, beverage, tobacco",4,-36287,0,5
572,459941,6601231,Other non-metallic mineral,9,-2026128,0,5
578,497713,6706629,Fabricated metal products,10,0,117571510,5
578,497713,6706629,"Food, beverage, tobacco",4,-1012686,0,5
578,497713,6706629,"Furniture, other manufacture",13,-1337972,0,5
578,497713,6706629,Machinery and equipment,11,-1215276,0,5
578,497713,6706629,Ore,3,0,1014616752,5
578,497713,6706629,Other non-metallic mineral,9,-8041544,0,5
578,497713,6706629,"Wood, cork, pulp, paper",6,-45738976,0,5
579,488458,6705861,Fabricated metal products,10,0,31066124,5
579,488458,6705861,"Food, beverage, tobacco",4,0,1272850,5
579,488458,6705861,"Wood, cork, pulp, paper",6,-53081224,0,5
585,485081,6701907,"Food, beverage, tobacco",4,0,1664227,5
585,485081,6701907,Petroleum Products,7,0,16776036,5
585,485081,6701907,"Wood, cork, pulp, paper",6,0,23694779,5
586,472500,6703031,Petroleum Products,7,-16514489,0,5
586,472500,6703031,"Wood, cork, pulp, paper",6,0,27919254,5
587,465043,6712576,Fabricated metal products,10,0,31286328,5
587,465043,6712576,"Food, beverage, tobacco",4,0,1542486,5
587,465043,6712576,Machinery and equipment,11,0,1287133,5
587,465043,6712576,Other non-metallic mineral,9,0,8041544,5
587,465043,6712576,"Wood, cork, pulp, paper",6,0,20508663,5
588,457502,6708739,"Food, beverage, tobacco",4,-1166365,0,5
588,457502,6708739,Machinery and equipment,11,-543933,0,5
588,457502,6708739,Petroleum Products,7,0,18800730,5
588,457502,6708739,"Wood, cork, pulp, paper",6,0,26697504,5
589,419467,6584464,Fabricated metal products,10,0,13212440,5
589,419467,6584464,"Food, beverage, tobacco",4,-700609,0,5
589,419467,6584464,"Furniture, other manufacture",13,0,142325,5
589,419467,6584464,Machinery and equipment,11,0,141121,5
589,419467,6584464,Ore,3,0,345031790,5
589,419467,6584464,Other non-metallic mineral,9,0,1171516,5
589,419467,6584464,Return materials and recycling,14,0,1531305,5
589,419467,6584464,"Textile, leather",5,-101,0,5
589,419467,6584464,Transport equipment,12,-1942176,0,5
589,419467,6584464,"Wood, cork, pulp, paper",6,0,2504524,5
590,414717,6583093,Fabricated metal products,10,-10519175,0,5
590,414717,6583093,"Food, beverage, tobacco",4,-111548,0,5
590,414717,6583093,Machinery and equipment,11,0,249083,5
590,414717,6583093,Petroleum Products,7,0,8959335,5
590,414717,6583093,Return materials and recycling,14,-2483135,0,5
590,414717,6583093,Transport equipment,12,-6916563,0,5
590,414717,6583093,"Wood, cork, pulp, paper",6,-6756841,0,5
591,411972,6588894,"Food, beverage, tobacco",4,0,1502862,5
591,411972,6588894,Ore,3,-121676169,0,5
591,411972,6588894,Petroleum Products,7,-98105,0,5
591,411972,6588894,Return materials and recycling,14,-1109031,0,5
591,411972,6588894,"Textile, leather",5,0,18,5
591,411972,6588894,Transport equipment,12,0,5082347,5
591,411972,6588894,"Wood, cork, pulp, paper",6,0,11455622,5
592,406400,6596000,"Agriculture, forest, fishing",1,0,93085535,5
592,406400,6596000,Fabricated metal products,10,-6342936,0,5
592,406400,6596000,"Food, beverage, tobacco",4,0,1066476,5
592,406400,6596000,Machinery and equipment,11,-224192,0,5
592,406400,6596000,Ore,3,-192672479,0,5
592,406400,6596000,Other non-metallic mineral,9,0,227574,5
592,406400,6596000,Petroleum Products,7,-20781537,0,5
592,406400,6596000,Return materials and recycling,14,-3105544,0,5
592,406400,6596000,Transport equipment,12,-14739893,0,5
592,406400,6596000,"Wood, cork, pulp, paper",6,0,29601638,5
593,405909,6597271,"Agriculture, forest, fishing",1,0,47197978,5
593,405909,6597271,"Chemicals, rubber, plastics",8,0,3452533,5
593,405909,6597271,Fabricated metal products,10,-16518655,0,5
593,405909,6597271,"Food, beverage, tobacco",4,-516322,0,5
593,405909,6597271,Other non-metallic mineral,9,-108570,0,5
593,405909,6597271,Petroleum Products,7,0,12300501,5
593,405909,6597271,Return materials and recycling,14,-569444,0,5
593,405909,6597271,"Wood, cork, pulp, paper",6,0,14784536,5
594,479732,6549642,"Chemicals, rubber, plastics",8,0,10105251,5
594,479732,6549642,Fabricated metal products,10,-24153193,0,5
594,479732,6549642,"Food, beverage, tobacco",4,-139320,0,5
594,479732,6549642,"Furniture, other manufacture",13,0,12448,5
594,479732,6549642,Machinery and equipment,11,0,514513,5
594,479732,6549642,Return materials and recycling,14,-541155,0,5
594,479732,6549642,"Textile, leather",5,-97,0,5
594,479732,6549642,Transport equipment,12,0,2168885,5
594,479732,6549642,"Wood, cork, pulp, paper",6,-30743620,0,5
595,472292,6554886,"Furniture, other manufacture",13,-208043,0,5
595,472292,6554886,Machinery and equipment,11,0,110676,5
595,472292,6554886,Return materials and recycling,14,-2426829,0,5
595,472292,6554886,"Textile, leather",5,-25,0,5
596,468061,6565672,"Chemicals, rubber, plastics",8,-6572604,0,5
596,468061,6565672,Fabricated metal products,10,0,37970681,5
596,468061,6565672,"Food, beverage, tobacco",4,-659611,0,5
596,468061,6565672,"Furniture, other manufacture",13,0,189957,5
596,468061,6565672,Machinery and equipment,11,0,423017,5
596,468061,6565672,Other non-metallic mineral,9,-4795891,0,5
596,468061,6565672,Return materials and recycling,14,0,4394976,5
596,468061,6565672,"Textile, leather",5,-10,0,5
596,468061,6565672,"Wood, cork, pulp, paper",6,-19145846,0,5
597,466437,6568109,"Agriculture, forest, fishing",1,0,78663767,5
597,466437,6568109,Fabricated metal products,10,0,18648949,5
597,466437,6568109,"Food, beverage, tobacco",4,0,533426,5
597,466437,6568109,"Furniture, other manufacture",13,-243300,0,5
597,466437,6568109,Ore,3,0,11604847,5
597,466437,6568109,Return materials and recycling,14,-5611700,0,5
597,466437,6568109,"Textile, leather",5,-107,0,5
598,457239,6567502,"Agriculture, forest, fishing",1,0,46084876,5
598,457239,6567502,"Food, beverage, tobacco",4,-106430,0,5
598,457239,6567502,"Furniture, other manufacture",13,0,224106,5
598,457239,6567502,Ore,3,0,47301545,5
598,457239,6567502,Return materials and recycling,14,0,3137208,5
598,457239,6567502,"Wood, cork, pulp, paper",6,0,19114227,5
599,457239,6567502,"Chemicals, rubber, plastics",8,-7526420,0,5
599,450707,6573760,"Food, beverage, tobacco",4,0,451384,5
599,450707,6573760,"Furniture, other manufacture",13,0,66742,5
599,450707,6573760,Machinery and equipment,11,0,201864,5
599,450707,6573760,Ore,3,0,156692471,5
599,450707,6573760,Other non-metallic mineral,9,-5739394,0,5
599,450707,6573760,Return materials and recycling,14,-2427869,0,5
599,450707,6573760,Transport equipment,12,0,2177284,5
599,450707,6573760,"Wood, cork, pulp, paper",6,-22967394,0,5
600,449176,6575736,"Agriculture, forest, fishing",1,0,151482006,5
600,449176,6575736,"Chemicals, rubber, plastics",8,0,1382560,5
600,449176,6575736,Fabricated metal products,10,0,11067029,5
600,449176,6575736,"Food, beverage, tobacco",4,-391502,0,5
600,449176,6575736,Machinery and equipment,11,-650355,0,5
600,449176,6575736,Ore,3,-264644868,0,5
600,449176,6575736,Petroleum Products,7,0,4963429,5
600,449176,6575736,Return materials and recycling,14,0,609415,5
600,449176,6575736,"Textile, leather",5,0,82,5
600,449176,6575736,Transport equipment,12,0,8527433,5
600,449176,6575736,"Wood, cork, pulp, paper",6,0,16961464,5
601,443459,6580661,"Agriculture, forest, fishing",1,-63342706,0,5
601,443459,6580661,"Food, beverage, tobacco",4,-744593,0,5
601,443459,6580661,Machinery and equipment,11,0,168299,5
601,443459,6580661,Ore,3,-59529013,0,5
601,443459,6580661,Other non-metallic mineral,9,-3602565,0,5
601,443459,6580661,Return materials and recycling,14,0,697347,5
601,443459,6580661,"Textile, leather",5,-64,0,5
602,434849,6583110,"Agriculture, forest, fishing",1,-143945100,0,5
602,434849,6583110,"Food, beverage, tobacco",4,-651626,0,5
602,434849,6583110,Machinery and equipment,11,0,438420,5
602,434849,6583110,Ore,3,-62325735,0,5
602,434849,6583110,Other non-metallic mineral,9,0,1331228,5
602,434849,6583110,"Textile, leather",5,0,23,5
602,434849,6583110,Transport equipment,12,-5928794,0,5
602,434849,6583110,"Wood, cork, pulp, paper",6,0,5417865,5
603,424602,6586299,Fabricated metal products,10,0,5407377,5
603,424602,6586299,"Food, beverage, tobacco",4,-363451,0,5
603,424602,6586299,"Furniture, other manufacture",13,0,225832,5
603,424602,6586299,Machinery and equipment,11,-587989,0,5
603,424602,6586299,Other non-metallic mineral,9,0,2410869,5
603,424602,6586299,Petroleum Products,7,-8265253,0,5
603,424602,6586299,Return materials and recycling,14,0,3158060,5
603,424602,6586299,"Textile, leather",5,-13,0,5
603,424602,6586299,Transport equipment,12,0,10518178,5
604,515971,6598391,"Food, beverage, tobacco",4,0,77403,5
604,515971,6598391,"Furniture, other manufacture",13,-21189,0,5
604,515971,6598391,Machinery and equipment,11,0,116191,5
604,515971,6598391,Return materials and recycling,14,-401959,0,5
605,512909,6606277,Fabricated metal products,10,0,12856939,5
605,512909,6606277,"Food, beverage, tobacco",4,0,293130,5
605,512909,6606277,"Furniture, other manufacture",13,0,84285,5
605,512909,6606277,Machinery and equipment,11,0,1569521,5
605,512909,6606277,Other non-metallic mineral,9,0,161459,5
605,512909,6606277,"Textile, leather",5,0,369,5
605,512909,6606277,Transport equipment,12,0,430716,5
605,512909,6606277,"Wood, cork, pulp, paper",6,-3890572,0,5
606,507917,6620113,"Agriculture, forest, fishing",1,-20763544,0,5
606,507917,6620113,Fabricated metal products,10,0,6858986,5
606,507917,6620113,"Furniture, other manufacture",13,-192147,0,5
606,507917,6620113,Machinery and equipment,11,0,387134,5
606,507917,6620113,Ore,3,-23965767,0,5
606,507917,6620113,Petroleum Products,7,0,3399679,5
606,507917,6620113,Return materials and recycling,14,0,37267,5
606,507917,6620113,Transport equipment,12,-2668176,0,5
607,505473,6628805,"Agriculture, forest, fishing",1,0,20875660,5
607,505473,6628805,"Furniture, other manufacture",13,0,51845,5
607,505473,6628805,Machinery and equipment,11,0,498594,5
607,505473,6628805,Ore,3,-58420024,0,5
607,505473,6628805,Other non-metallic mineral,9,0,2451176,5
607,505473,6628805,Petroleum Products,7,0,3337658,5
607,505473,6628805,Return materials and recycling,14,-158832,0,5
607,505473,6628805,"Textile, leather",5,0,159,5
607,505473,6628805,Transport equipment,12,-1761991,0,5
607,505473,6628805,"Wood, cork, pulp, paper",6,-5178259,0,5
608,499266,6637227,"Food, beverage, tobacco",4,0,148332,5
608,499266,6637227,"Furniture, other manufacture",13,-185113,0,5
608,499266,6637227,Other non-metallic mineral,9,-542842,0,5
608,499266,6637227,Petroleum Products,7,-5460847,0,5
608,499266,6637227,Return materials and recycling,14,-2008265,0,5
608,499266,6637227,Transport equipment,12,-555998,0,5
608,499266,6637227,"Wood, cork, pulp, paper",6,-1906262,0,5
609,498981,6658496,"Chemicals, rubber, plastics",8,0,2167,5
609,498981,6658496,"Food, beverage, tobacco",4,0,2433,5
609,498981,6658496,Ore,3,-18467962,0,5
609,498981,6658496,Other non-metallic mineral,9,-527117,0,5
609,498981,6658496,Petroleum Products,7,-362459,0,5
609,498981,6658496,"Textile, leather",5,0,37,5
617,673924,6580788,"Agriculture, forest, fishing",1,-15129255,0,5
617,673924,6580788,Fabricated metal products,10,0,28377784,5
617,673924,6580788,"Food, beverage, tobacco",4,0,1213011,5
617,673924,6580788,"Furniture, other manufacture",13,-283177,0,5
617,673924,6580788,Ore,3,0,156319903,5
617,673924,6580788,Other non-metallic mineral,9,-50449,0,5
617,673924,6580788,Petroleum Products,7,0,7267416,5
617,673924,6580788,Return materials and recycling,14,-1627034,0,5
617,673924,6580788,"Textile, leather",5,0,119,5
617,673924,6580788,Transport equipment,12,-2272577,0,5
617,673924,6580788,"Wood, cork, pulp, paper",6,-5025421,0,5
618,672231,6581859,"Agriculture, forest, fishing",1,-24594745,0,5
618,672231,6581859,"Chemicals, rubber, plastics",8,-4700282,0,5
618,672231,6581859,Fabricated metal products,10,0,14983551,5
618,672231,6581859,"Food, beverage, tobacco",4,0,1177307,5
618,672231,6581859,Machinery and equipment,11,0,97022,5
618,672231,6581859,Ore,3,-163735213,0,5
618,672231,6581859,Other non-metallic mineral,9,0,3395491,5
618,672231,6581859,Return materials and recycling,14,0,7702079,5
618,672231,6581859,"Textile, leather",5,0,58,5
618,672231,6581859,Transport equipment,12,-2221881,0,5
618,672231,6581859,"Wood, cork, pulp, paper",6,0,9278955,5
619,674193,6578955,"Agriculture, forest, fishing",1,0,33101835,5
619,674193,6578955,"Chemicals, rubber, plastics",8,-3165183,0,5
619,674193,6578955,Fabricated metal products,10,-20803680,0,5
619,674193,6578955,"Furniture, other manufacture",13,-319321,0,5
619,674193,6578955,Other non-metallic mineral,9,-386484,0,5
619,674193,6578955,Return materials and recycling,14,0,5838280,5
619,674193,6578955,"Textile, leather",5,0,64,5
619,674193,6578955,"Wood, cork, pulp, paper",6,0,11136548,5
620,672397,6577311,"Agriculture, forest, fishing",1,-2654404,0,5
620,672397,6577311,Fabricated metal products,10,0,4251558,5
620,672397,6577311,Ore,3,0,132923190,5
620,672397,6577311,Return materials and recycling,14,0,473159,5
620,672397,6577311,"Textile, leather",5,0,34,5
620,672397,6577311,Transport equipment,12,0,3708857,5
620,672397,6577311,"Wood, cork, pulp, paper",6,0,819677,5
621,671076,6584623,Fabricated metal products,10,-2568892,0,5
621,671076,6584623,"Food, beverage, tobacco",4,0,63730,5
621,671076,6584623,Other non-metallic mineral,9,0,155677,5
621,671076,6584623,"Textile, leather",5,-60,0,5
621,671076,6584623,"Wood, cork, pulp, paper",6,-8573632,0,5
622,670491,6586185,"Agriculture, forest, fishing",1,-3081854,0,5
622,670491,6586185,Fabricated metal products,10,-3510220,0,5
622,670491,6586185,"Food, beverage, tobacco",4,0,17892,5
622,670491,6586185,Other non-metallic mineral,9,-14982,0,5
622,670491,6586185,Return materials and recycling,14,0,75737,5
622,670491,6586185,"Textile, leather",5,0,35,5
622,670491,6586185,Transport equipment,12,-367230,0,5
622,670491,6586185,"Wood, cork, pulp, paper",6,0,222186,5
623,671567,6574951,"Agriculture, forest, fishing",1,-12336367,0,5
623,671567,6574951,"Chemicals, rubber, plastics",8,0,12722890,5
623,671567,6574951,"Furniture, other manufacture",13,0,290978,5
623,671567,6574951,Machinery and equipment,11,-440021,0,5
623,671567,6574951,Ore,3,0,47431244,5
623,671567,6574951,Petroleum Products,7,-1649782,0,5
623,671567,6574951,Return materials and recycling,14,0,675914,5
623,671567,6574951,"Textile, leather",5,-28,0,5
623,671567,6574951,Transport equipment,12,0,16992858,5
625,671743,6582437,"Chemicals, rubber, plastics",8,-11187023,0,5
625,671743,6582437,Fabricated metal products,10,0,5429026,5
625,671743,6582437,Return materials and recycling,14,-1783706,0,5
625,671743,6582437,"Textile, leather",5,-53,0,5
625,671743,6582437,Transport equipment,12,-2715443,0,5
625,671743,6582437,"Wood, cork, pulp, paper",6,0,7744273,5
626,670580,6583400,Fabricated metal products,10,0,1504692,5
626,670580,6583400,"Food, beverage, tobacco",4,-128927,0,5
626,670580,6583400,Other non-metallic mineral,9,0,434874,5
626,670580,6583400,"Textile, leather",5,-5,0,5
626,670580,6583400,"Wood, cork, pulp, paper",6,-12318406,0,5
627,668912,6584003,"Food, beverage, tobacco",4,-4127,0,5
627,668912,6584003,Machinery and equipment,11,-90114,0,5
627,668912,6584003,Other non-metallic mineral,9,-94573,0,5
627,668912,6584003,"Textile, leather",5,-2,0,5
627,668912,6584003,"Wood, cork, pulp, paper",6,0,11393317,5
628,672483,6582680,"Agriculture, forest, fishing",1,-847496,0,5
628,672483,6582680,Other non-metallic mineral,9,0,2554792,5
628,672483,6582680,Transport equipment,12,-1926690,0,5
629,675956,6583235,"Chemicals, rubber, plastics",8,0,9287073,5
629,675956,6583235,Ore,3,-66283538,0,5
629,675956,6583235,Other non-metallic mineral,9,-2554792,0,5
629,675956,6583235,Petroleum Products,7,-2516739,0,5
629,675956,6583235,"Textile, leather",5,-20,0,5
632,672044,6576364,"Agriculture, forest, fishing",1,-8142276,0,5
632,672044,6576364,"Chemicals, rubber, plastics",8,-92559,0,5
632,672044,6576364,Fabricated metal products,10,0,43675264,5
632,672044,6576364,"Food, beverage, tobacco",4,-172384,0,5
632,672044,6576364,"Furniture, other manufacture",13,-471146,0,5
632,672044,6576364,Machinery and equipment,11,0,156837,5
632,672044,6576364,Return materials and recycling,14,0,699484,5
632,672044,6576364,"Textile, leather",5,0,37,5
632,672044,6576364,"Wood, cork, pulp, paper",6,-28101873,0,5
633,669888,6570098,"Furniture, other manufacture",13,-111069,0,5
633,669888,6570098,Machinery and equipment,11,-48728,0,5
633,669888,6570098,Petroleum Products,7,0,2895186,5
634,668247,6568187,"Agriculture, forest, fishing",1,-15261529,0,5
634,668247,6568187,"Chemicals, rubber, plastics",8,0,4799925,5
634,668247,6568187,"Food, beverage, tobacco",4,-627092,0,5
634,668247,6568187,Machinery and equipment,11,-60893,0,5
634,668247,6568187,Other non-metallic mineral,9,0,291682,5
634,668247,6568187,Return materials and recycling,14,-854454,0,5
634,668247,6568187,"Textile, leather",5,-70,0,5
634,668247,6568187,"Wood, cork, pulp, paper",6,0,9580785,5
635,665884,6566571,"Furniture, other manufacture",13,0,15728,5
635,665884,6566571,Ore,3,-3170469,0,5
635,665884,6566571,Other non-metallic mineral,9,0,151500,5
635,665884,6566571,"Wood, cork, pulp, paper",6,-12928373,0,5
636,665389,6566261,"Food, beverage, tobacco",4,0,365312,5
636,665389,6566261,Return materials and recycling,14,-18869,0,5
636,665389,6566261,"Textile, leather",5,0,15,5
637,662096,6565716,"Agriculture, forest, fishing",1,0,1498744,5
637,662096,6565716,"Food, beverage, tobacco",4,0,18723,5
637,662096,6565716,"Furniture, other manufacture",13,0,176866,5
637,662096,6565716,Machinery and equipment,11,0,971,5
637,662096,6565716,Ore,3,-60557333,0,5
637,662096,6565716,Other non-metallic mineral,9,-7399,0,5
637,662096,6565716,Petroleum Products,7,0,1574194,5
637,662096,6565716,Return materials and recycling,14,0,78016,5
638,659554,6565262,"Agriculture, forest, fishing",1,-12253992,0,5
638,659554,6565262,"Chemicals, rubber, plastics",8,-64132,0,5
638,659554,6565262,"Food, beverage, tobacco",4,0,15069,5
638,659554,6565262,"Furniture, other manufacture",13,0,18613,5
638,659554,6565262,Machinery and equipment,11,-63597,0,5
638,659554,6565262,Ore,3,-65023308,0,5
638,659554,6565262,Other non-metallic mineral,9,-72346,0,5
638,659554,6565262,Petroleum Products,7,-166399,0,5
638,659554,6565262,Return materials and recycling,14,-62156,0,5
638,659554,6565262,"Textile, leather",5,0,27,5
639,658267,6564870,"Agriculture, forest, fishing",1,0,16640234,5
639,658267,6564870,"Food, beverage, tobacco",4,0,14278,5
639,658267,6564870,Machinery and equipment,11,0,3532,5
639,658267,6564870,Other non-metallic mineral,9,-342123,0,5
639,658267,6564870,Petroleum Products,7,0,8222724,5
639,658267,6564870,Transport equipment,12,-830890,0,5
639,658267,6564870,"Wood, cork, pulp, paper",6,-11185877,0,5
640,655058,6564353,"Agriculture, forest, fishing",1,0,19782700,5
640,655058,6564353,"Chemicals, rubber, plastics",8,-4986193,0,5
640,655058,6564353,Machinery and equipment,11,-24987,0,5
640,655058,6564353,Ore,3,0,46932545,5
640,655058,6564353,Other non-metallic mineral,9,-20888,0,5
640,655058,6564353,Petroleum Products,7,-5975596,0,5
640,655058,6564353,Return materials and recycling,14,-72982,0,5
640,655058,6564353,"Textile, leather",5,-7,0,5
640,655058,6564353,Transport equipment,12,0,489053,5
640,655058,6564353,"Wood, cork, pulp, paper",6,0,6608170,5
641,651885,6563678,"Agriculture, forest, fishing",1,-12460225,0,5
641,651885,6563678,Fabricated metal products,10,-542035,0,5
641,651885,6563678,"Food, beverage, tobacco",4,-36608,0,5
641,651885,6563678,Ore,3,-17782190,0,5
641,651885,6563678,Other non-metallic mineral,9,-13805,0,5
641,651885,6563678,Petroleum Products,7,-2453738,0,5
641,651885,6563678,Return materials and recycling,14,-47130,0,5
641,651885,6563678,Transport equipment,12,0,687439,5
642,651279,6562834,"Agriculture, forest, fishing",1,-815675,0,5
642,651279,6562834,"Chemicals, rubber, plastics",8,0,6381138,5
642,651279,6562834,"Food, beverage, tobacco",4,-1053302,0,5
642,651279,6562834,"Furniture, other manufacture",13,0,537867,5
642,651279,6562834,Ore,3,-169765,0,5
642,651279,6562834,Other non-metallic mineral,9,-450339,0,5
642,651279,6562834,Return materials and recycling,14,-4318560,0,5
642,651279,6562834,"Textile, leather",5,-81,0,5
642,651279,6562834,"Wood, cork, pulp, paper",6,0,27956717,5
643,651243,6561248,"Food, beverage, tobacco",4,-72887,0,5
643,651243,6561248,"Furniture, other manufacture",13,0,18483,5
643,651243,6561248,Machinery and equipment,11,0,7286,5
643,651243,6561248,Ore,3,-16426449,0,5
643,651243,6561248,Return materials and recycling,14,-244784,0,5
643,651243,6561248,"Textile, leather",5,-12,0,5
643,651243,6561248,"Wood, cork, pulp, paper",6,-6134916,0,5
644,650758,6558674,"Agriculture, forest, fishing",1,-362839,0,5
644,650758,6558674,"Chemicals, rubber, plastics",8,-330999,0,5
644,650758,6558674,Machinery and equipment,11,0,59709,5
644,650758,6558674,Other non-metallic mineral,9,-381014,0,5
644,650758,6558674,"Textile, leather",5,0,98,5
644,650758,6558674,Transport equipment,12,0,201798,5
645,647135,6553329,"Agriculture, forest, fishing",1,0,15016639,5
645,647135,6553329,"Chemicals, rubber, plastics",8,-525226,0,5
645,647135,6553329,Fabricated metal products,10,0,14176614,5
645,647135,6553329,Ore,3,-51825222,0,5
645,647135,6553329,Other non-metallic mineral,9,-527163,0,5
645,647135,6553329,Return materials and recycling,14,-4365116,0,5
645,647135,6553329,Transport equipment,12,0,2310524,5
645,647135,6553329,"Wood, cork, pulp, paper",6,-23457256,0,5
